first_name,last_name,gender,past_3_years_bike_related_purchases,dob,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,rank,value
Gallagher,Bromell,Male,18,02/12/1956,Assistant Manager,Manufacturing,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,349,0.988
Murial,Bulloch,Female,59,01/10/1964,Environmental Specialist,Financial Services,Mass Customer,N,No,13,391 Old Shore Lane,2011,NSW,Australia,6,349,0.988
Delinda,Ech,Female,74,21/10/1944,Environmental Specialist,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,349,0.988
Hussein,Tapenden,Male,19,19/10/1953,Pharmacist,Health,Affluent Customer,N,Yes,12,0197 Sachs Avenue,2747,NSW,Australia,8,349,0.988
Giulietta,Garbott,Female,59,27/02/2002,Technical Writer,Health,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,355,0.984
Kaylyn,Jakaway,Female,45,30/07/1980,Registered Nurse,Health,Affluent Customer,N,No,10,67 Heath Circle,2290,NSW,Australia,8,356,0.983
Brynn,Goodyear,Female,30,10/11/1944,Human Resources Manager,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,356,0.983
Otis,Goodyear,Male,59,11/01/1971,Electrical Engineer,Manufacturing,Affluent Customer,N,No,12,04 Oakridge Plaza,2075,NSW,Australia,11,358,0.98
Tamas,Swatman,U,65,,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5,78 Clarendon Drive,4551,QLD,Australia,8,358,0.98
Pace,Clemonts,Male,99,28/07/1990,Media Manager IV,Retail,High Net Worth,N,No,10,335 Cambridge Hill,3122,VIC,Australia,7,358,0.98
Tracy,Andrejevic,U,71,,Programmer II,IT,Mass Customer,N,Yes,11,5675 Burning Wood Trail,3030,VIC,Australia,7,361,0.978
Muffin,Grigolon,Male,7,31/10/1979,Senior Editor,Telecommunications,Mass Customer,N,No,12,4597 Marcy Point,2232,NSW,Australia,10,361,0.978
Allsun,Biner,Female,67,26/12/1997,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,9 Walton Way,2641,NSW,Australia,2,361,0.978
Kenneth,Elleyne,Male,13,03/09/1957,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,361,0.978
Clotilda,Southers,Female,62,08/11/1999,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4,361,0.978
Augustus,Bourley,Male,60,17/08/1981,Business Systems Development Analyst,Health,Affluent Customer,N,No,18,3 Hoepker Parkway,4152,QLD,Australia,10,366,0.975
Daisi,Tinwell,Female,84,24/12/1971,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,11,19561 Express Street,2777,NSW,Australia,8,366,0.975
Gerik,Woodroof,Male,18,13/06/1959,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,366,0.975
Claresta,MacConnulty,Female,6,01/10/1957,Recruiting Manager,Financial Services,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,366,0.975
Arty,Fontelles,Male,50,21/10/1994,Help Desk Technician,IT,High Net Worth,N,No,4,7872 South Junction,3197,VIC,Australia,4,370,0.97
Giulia,Hazart,Female,57,02/08/1978,Help Desk Technician,IT,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,371,0.969
Whit,Emloch,Male,30,20/08/1963,Food Chemist,Health,Mass Customer,N,Yes,6,105 Carpenter Court,2220,NSW,Australia,9,372,0.967
Rowan,Summerly,Male,4,05/07/1974,Librarian,Entertainment,Mass Customer,N,No,9,58231 Tomscot Plaza,2209,NSW,Australia,10,372,0.967
Ian,Rabat,Male,54,04/08/1975,Web Designer I,Financial Services,Affluent Customer,N,No,11,3 Loeprich Point,3204,VIC,Australia,11,372,0.967
Agneta,McAmish,U,66,,Structural Analysis Engineer,IT,Mass Customer,N,No,15,5773 Acker Way,4207,QLD,Australia,6,375,0.96
Reginald,Jermy,Male,7,12/09/1960,Director of Sales,IT,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,375,0.96
Link,Gorini,Male,60,09/11/1974,Human Resources Assistant I,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,375,0.96
Harriet,Brattan,Female,81,03/12/1986,Human Resources Assistant I,Financial Services,High Net Worth,N,No,2,66 Ruskin Parkway,3579,VIC,Australia,1,378,0.956
Sada,Branton,Female,34,24/06/1974,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,14,9736 Mitchell Pass,3199,VIC,Australia,6,378,0.956
Jenelle,Mc-Kerley,Female,40,23/01/1942,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,378,0.956
Gabrila,Toopin,Female,7,14/01/1963,Junior Executive,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,378,0.956
Almira,Mangion,Female,4,24/01/1996,VP Product Management,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,382,0.95
Arty,Strudwick,Male,85,31/01/1964,Data Coordiator,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,382,0.95
Alexa,Dillet,Female,65,05/10/1944,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,382,0.95
Palmer,Heaven,Male,82,18/05/1995,Staff Scientist,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,382,0.95
Porter,Buckenhill,Male,46,14/06/1954,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,386,0.946
Kizzee,Kemston,Female,11,29/09/1961,Account Executive,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,386,0.946
Isadora,Ducker,Female,15,25/08/1973,Account Executive,Health,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,386,0.946
Giffie,Offill,Male,51,02/03/1993,Structural Engineer,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,386,0.946
Fara,Sarath,Female,75,30/06/1948,Quality Control Specialist,Telecommunications,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,386,0.946
Carolann,Raatz,Female,25,26/02/1979,Chief Design Engineer,Telecommunications,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,386,0.946
Tamar,Windmill,Female,92,28/08/1939,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,386,0.946
Kipp,Stockport,Male,36,10/12/1982,Data Coordiator,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,386,0.946
Packston,Wackett,Male,10,26/04/1950,Quality Engineer,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,386,0.946
Hanson,Eastes,Male,74,20/05/1990,Assistant Media Planner,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,395,0.94
Demetria,Bausor,Female,73,22/12/1961,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,396,0.938
Lura,Fawdrie,Female,66,17/01/2002,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,396,0.938
Nora,Anselm,Female,84,05/01/1961,Environmental Specialist,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,396,0.938
Estevan,Eastment,Male,54,09/08/1942,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,396,0.938
Aloysius,Glowacz,Male,72,24/03/1979,Financial Advisor,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,396,0.938
Bastien,Ibbeson,Male,53,04/11/1976,Software Consultant,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,401,0.935
Otha,Langworthy,Female,91,20/01/1967,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,401,0.935
Gannie,Bargh,Male,56,13/02/1955,Analyst Programmer,Financial Services,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,401,0.935
Dwayne,Doel,Male,80,21/01/1978,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,401,0.935
Leese,Huckleby,Female,67,10/09/1977,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,405,0.93
Dodi,Kiggel,Female,5,15/08/1980,Graphic Designer,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,405,0.93
Kippar,Brimilcome,Male,21,29/11/1938,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,405,0.93
Corinna,Beretta,Female,24,29/02/1996,Programmer III,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,408,0.93
Laurie,Odlin,Female,75,08/03/1983,Social Worker,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,409,0.925
Mair,Erett,Female,15,05/12/1957,Speech Pathologist,Health,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,409,0.925
Marcelia,Copins,Female,81,15/03/1946,Nuclear Power Engineer,Health,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,409,0.925
Tanner,Terlinden,Male,84,09/12/1995,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,409,0.925
Hilliard,Dullard,Male,65,18/07/1954,Civil Engineer,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,409,0.925
Justinn,Haruard,Female,48,28/08/1958,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,414,0.924
Wyn,Meach,Male,37,10/09/1938,Data Coordiator,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9,415,0.922
Art,Shardlow,Male,57,15/10/1963,Data Coordiator,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,415,0.922
Dennis,Varnham,Male,57,17/05/1953,Assistant Media Planner,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3,415,0.922
Freddi,Litherborough,Female,46,14/01/1989,Product Engineer,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,418,0.918
Salomon,Perkins,Male,76,12/01/1998,Engineer IV,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10,419,0.916
Sherill,Perkins,Female,33,18/12/1991,Information Systems Manager,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,420,0.914
Queenie,Learie,Female,90,24/01/1948,Operator,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11,420,0.914
Etan,Prinett,Male,97,21/01/1970,Operator,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,420,0.914
Donaugh,Benedict,Male,3,01/12/1991,Systems Administrator III,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9,420,0.914
Harwell,Kleinstein,Male,87,18/10/1993,Sales Representative,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,Australia,5,420,0.914
Cheston,Hritzko,Male,70,08/11/1945,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,3 Service Center,2127,NSW,Australia,9,420,0.914
Suzy,Trounson,Female,13,19/07/1947,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,0627 Golf Center,4152,QLD,Australia,9,420,0.914
Jobie,Runacres,Female,96,08/01/1975,Developer IV,Financial Services,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,427,0.912
Guenna,Filisov,Female,52,09/02/1969,Chemical Engineer,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,427,0.912
Opal,Cleare,Female,6,26/09/1977,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,429,0.91
Ottilie,Wanless,Female,51,10/11/1940,Environmental Specialist,Property,Affluent Customer,N,No,8,2 David Pass,2720,NSW,Australia,4,430,0.91
Kipper,Circuit,Male,23,12/12/1974,Research Assistant IV,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,430,0.91
Marilin,Frome,Female,58,22/12/1975,Account Executive,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,430,0.91
Arel,Abramovitz,Male,72,12/11/1957,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,433,0.906
Kit,Easdon,Male,61,26/10/1978,Director of Sales,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,433,0.906
Gregg,Aimeric,U,52,,Internal Auditor,IT,Mass Customer,N,No,7,72423 Surrey Street,3753,VIC,Australia,5,433,0.906
Skipp,Swales,Male,15,14/11/1973,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,436,0.903
Frederich,Glantz,Male,37,27/08/1997,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,436,0.903
Rodolph,Denniss,Male,28,07/08/1974,Geologist III,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,436,0.903
Craggie,Dering,Male,47,05/10/1952,Actuary,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10,436,0.903
Johna,Bunker,U,93,,Tax Accountant,IT,Mass Customer,N,Yes,14,3686 Waubesa Way,3065,VIC,Australia,6,436,0.903
Giralda,MacPeake,Female,59,04/04/1941,Librarian,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,441,0.901
Rodney,Trethewey,Male,16,17/03/1997,Software Consultant,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8,441,0.901
Theresina,Trethewey,Female,30,01/03/1987,General Manager,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,441,0.901
Gleda,Howerd,Female,59,22/01/1964,Senior Developer,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,444,0.9
Melany,Ladewig,Female,76,17/05/1972,Research Associate,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,444,0.9
Claudell,Rounsefell,Male,67,27/11/1993,VP Sales,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5,444,0.9
Garwin,Nurden,Male,54,19/04/1958,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,444,0.9
Bunny,Leebetter,Female,83,30/04/1966,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,444,0.9
Matias,Melloi,Male,61,03/02/1977,Legal Assistant,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,444,0.9
Sada,Dowyer,Female,47,22/11/1998,Human Resources Manager,Retail,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,450,0.9
Anet,Roseman,Female,84,24/11/1996,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4,450,0.9
Katie,Warhurst,Female,0,02/12/1991,Help Desk Operator,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,450,0.9
Celia,Bryden,Female,12,06/04/1943,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9,450,0.9
Stearne,Trolley,Male,42,01/02/1982,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,450,0.9
Tristam,Larose,Male,70,29/01/1985,VP Accounting,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11,455,0.892
Laurena,Larose,Female,21,31/07/1961,VP Sales,Financial Services,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,455,0.892
Heloise,Fairpool,Female,17,07/09/1976,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,455,0.892
Dory,Malpass,Female,19,27/08/1972,Software Engineer III,Manufacturing,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,455,0.892
Marcellina,Baynton,Female,60,11/03/1947,Software Engineer III,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10,455,0.892
Gregorius,Leal,Male,7,29/04/1951,Office Assistant II,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12,455,0.892
Deana,Canton,Female,67,25/11/1974,Office Assistant II,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,455,0.892
Kori,Sparsholt,Female,59,19/05/1940,Office Assistant II,Property,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9,455,0.892
Lucky,Klainman,Female,24,26/11/1947,Chief Design Engineer,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,455,0.892
Erasmus,Olenchenko,Male,56,03/02/1965,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,464,0.891
Carita,Sand,Female,25,20/03/1977,Quality Engineer,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,464,0.891
Lynnett,Tipper,Female,22,03/08/1993,Social Worker,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,466,0.89
Thorn,Stigers,Male,42,19/05/1972,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,466,0.89
Lela,Billing,Female,38,17/12/1970,Programmer Analyst III,Financial Services,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,468,0.89
Norah,Mapis,Female,75,09/12/2000,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9,468,0.89
Moina,Rosenbaum,Female,50,04/08/2001,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10,468,0.89
Ceciley,Harg,Female,50,19/10/1990,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7,471,0.888
Torry,de la Valette Parisot,Male,95,14/03/1967,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,471,0.888
Sigismund,Sedger,Male,9,29/11/1999,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,473,0.884
Irvine,Headon,Male,99,21/04/1956,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,473,0.884
Laurie,Headon,Male,31,28/07/1979,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,475,0.882
Tomkin,Bernlin,Male,7,29/12/2001,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3,475,0.882
Genni,Fanstone,Female,25,29/07/1972,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,475,0.882
Blondie,Fanstone,Female,43,03/10/1995,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,478,0.88
Aloysius,Killingsworth,Male,89,14/02/1957,VP Quality Control,Financial Services,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,478,0.88
Carola,Philler,Female,73,30/04/1951,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7,478,0.88
Fitzgerald,Hellikes,Male,25,28/07/1979,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,478,0.88
Ingmar,Okenden,Male,97,01/03/1959,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,478,0.88
Tina,Dunstan,Female,13,06/03/1939,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7,483,0.877
Huberto,Mollatt,Male,82,27/08/1961,Programmer IV,Retail,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,483,0.877
Georgi,Mollatt,Male,29,14/01/1970,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,485,0.876
Adolpho,Bellerby,Male,46,25/10/1944,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,486,0.875
Kelsey,Hatt,Female,69,27/06/1966,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,486,0.875
Lucien,Hatt,Male,83,14/09/1966,Human Resources Manager,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,486,0.875
Ariel,McCloid,Male,4,13/03/1994,Human Resources Manager,Financial Services,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,486,0.875
Bevvy,Openshaw,Female,68,15/06/1975,Staff Scientist,Financial Services,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,486,0.875
Alexina,Mabley,Female,72,12/10/1975,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,486,0.875
Dawn,Pyffe,Female,56,28/05/1965,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,492,0.871
Claudette,Renackowna,Female,55,11/02/1996,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,Australia,8,492,0.871
Elianora,Poolton,Female,15,14/06/1944,Programmer II,Manufacturing,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,494,0.867
Park,Poolton,Male,39,08/11/1977,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,495,0.863
Anthony,Lindstrom,Male,86,01/11/1997,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,495,0.863
Liane,Poizer,Female,59,05/05/1952,Analyst Programmer,Property,High Net Worth,N,No,13,390 Express Plaza,2076,NSW,Australia,11,495,0.863
Romonda,Hallt,Female,69,09/05/1960,Operator,Property,Affluent Customer,N,No,15,703 Ludington Plaza,2480,NSW,Australia,4,498,0.861
Sula,Thomann,Female,56,17/03/1989,Assistant Manager,Property,Mass Customer,N,No,6,7 Dayton Circle,2160,NSW,Australia,9,498,0.861
Renell,Earley,Female,5,21/10/1954,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,500,0.86
Cliff,Philipsson,Male,82,02/02/1967,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,500,0.86
Clevey,Aisthorpe,Male,27,20/09/1976,Software Consultant,Argiculture,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,502,0.858
Cariotta,Aisthorpe,Female,10,19/08/1974,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,Australia,7,502,0.858
George,Jose,Male,68,19/12/1960,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4,504,0.85
Kissiah,Foat,Female,30,11/09/1975,Graphic Designer,Retail,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9,504,0.85
Milty,Brauninger,Male,13,10/07/1945,Payment Adjustment Coordinator,Retail,High Net Worth,N,No,11,54 6th Trail,2640,NSW,Australia,7,504,0.85
Killian,Nettles,Male,44,01/09/1980,Marketing Assistant,Retail,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,507,0.85
Fredia,Favelle,Female,94,29/08/1974,Teacher,Retail,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,507,0.85
Katleen,Arnoult,Female,6,24/11/1976,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,507,0.85
Gaultiero,Fibbens,Male,41,14/03/1980,Help Desk Technician,Manufacturing,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11,507,0.85
Inglebert,Aspinal,Male,4,13/10/1973,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,507,0.85
Jammal,Devenny,Male,57,14/05/1999,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,Australia,9,507,0.85
Adriane,Richardson,Female,81,10/03/1976,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8,513,0.842
Jodi,Lermit,Female,94,30/01/1954,Senior Cost Accountant,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,QLD,Australia,2,513,0.842
Emelia,Ackwood,Female,72,30/09/1988,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,Australia,9,515,0.839
Andee,Huke,Female,91,28/06/1971,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,515,0.839
Isa,Fominov,Male,75,21/06/2001,Physical Therapy Assistant,Manufacturing,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,515,0.839
Zabrina,Margram,Female,87,15/05/1964,Environmental Tech,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,515,0.839
Maddalena,Angood,Female,79,28/07/1999,Environmental Tech,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,Australia,4,515,0.839
Sofie,Worsfold,Female,87,06/10/1954,Environmental Tech,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,520,0.838
Elmira,Vasilyev,Female,33,14/10/1951,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,520,0.838
Free,Rowland,Male,42,17/05/1956,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,520,0.838
Worthington,Cohane,Male,60,23/01/1991,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,Australia,12,520,0.838
Bailey,Bereford,Male,44,30/09/1950,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,524,0.837
Perry,Whitehurst,Male,79,29/05/1980,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,524,0.837
